,CBA,CBB,CBC,CBD,N2A,N2B,N2C,N2D
WBGene00007548,1462,1909,1766,1331,1059,1137,1116,1322
WBGene00007549,10318,11780,12009,9506,10119,9849,10182,10117
WBGene00006499,34983,46751,40138,43472,26208,36831,38385,44737
WBGene00006498,10358,16672,15531,11737,9126,12577,11439,10110
WBGene00006497,34873,39334,39411,37019,31817,34936,35515,36980
WBGene00006496,6281,10319,9851,7883,5577,7282,6776,6376
WBGene00006495,19760,30566,26985,20809,21567,23468,22629,20030
WBGene00006494,20688,27883,29249,21670,22999,23945,23277,20102
WBGene00006493,30163,41538,37383,34838,28483,30415,30100,33802
WBGene00006492,6747,7600,6007,7062,5381,6701,7170,8952
WBGene00006491,5677,7065,6220,6083,4940,5815,6023,6365
WBGene00006490,30603,37863,33211,31024,27805,31282,31262,33933
WBGene00202374,2,2,5,0,2,1,0,0
WBGene00202375,1,0,0,0,2,0,0,1
WBGene00202376,0,0,0,0,0,0,0,0
WBGene00202377,2,0,0,0,0,0,0,0
WBGene00202370,0,0,0,0,0,0,0,0
WBGene00202371,0,0,0,0,0,0,0,0
WBGene00202372,0,0,0,0,0,0,0,0
WBGene00202373,1,3,0,0,1,0,1,0
WBGene00202378,0,0,1,0,0,4,0,0
WBGene00202379,0,0,1,4,0,0,0,0
WBGene00047591,0,0,1,0,0,0,0,0
WBGene00047590,0,0,0,0,0,0,0,0
WBGene00047593,0,0,0,0,0,0,0,0
WBGene00047592,0,0,0,0,0,0,0,0
WBGene00047595,0,0,0,0,0,0,0,0
WBGene00047594,1,0,0,0,0,0,0,0
WBGene00047597,1,0,0,0,0,0,1,1
WBGene00047596,0,0,0,0,0,0,0,0
WBGene00047599,0,0,0,0,0,0,0,0
WBGene00047598,0,0,0,0,0,0,0,0
WBGene00022900,0,0,0,0,0,0,0,0
WBGene00014506,0,0,2,0,0,0,0,1
WBGene00018948,12908,15829,12464,14778,9498,13630,14116,18442
WBGene00018949,852,930,867,616,468,529,531,651
WBGene00014507,0,0,0,0,1,0,0,0
WBGene00018942,0,0,0,0,0,0,0,0
WBGene00018943,5,19,6,0,0,11,5,18
WBGene00018940,0,0,0,0,0,0,0,0
WBGene00018941,38,37,38,50,38,32,28,46
WBGene00018946,708,1162,1369,1581,524,640,550,827
WBGene00045560,0,0,0,0,0,0,0,0
WBGene00018944,0,0,0,0,0,0,0,0
WBGene00018945,156,205,133,159,74,52,69,58
WBGene00005144,5,5,14,8,0,4,8,0
WBGene00009444,4762,5523,4422,5476,3468,4258,4430,5602
WBGene00009447,1180,1799,1459,1042,1358,1245,1190,1182
WBGene00009446,1313,1393,1249,957,716,654,759,699
WBGene00005140,72,76,72,100,90,79,82,82
WBGene00009440,47701,56830,53610,44969,44940,47794,47394,48794
WBGene00009443,924,1085,1124,1006,920,1071,1126,1133
WBGene00009442,4691,5600,4908,4119,4034,4668,4646,4826
WBGene00014502,0,0,0,0,0,0,0,0
WBGene00005148,2,5,3,4,9,14,7,5
WBGene00009448,6143,8372,6354,7309,4732,6673,6891,8499
WBGene00045567,0,0,0,0,0,0,0,0
WBGene00047049,0,0,0,0,0,0,0,0
WBGene00047048,0,0,0,0,0,0,0,0
WBGene00014500,0,0,0,0,1,1,1,1
WBGene00047043,0,0,0,0,0,0,0,0
WBGene00047042,7,10,9,4,3,2,3,2
WBGene00047041,0,0,0,0,0,0,0,0
WBGene00047040,0,0,0,0,0,0,0,0
WBGene00047047,0,0,0,0,0,0,0,0
WBGene00047046,0,0,0,0,0,0,0,0
WBGene00047045,0,0,0,0,0,0,0,0
WBGene00047044,3,3,5,4,3,0,3,2
WBGene00001902,49,51,71,67,71,96,94,64
WBGene00021835,9286,12457,11640,9727,9487,9179,10043,10287
WBGene00174734,1,1,1,1,1,1,1,1
WBGene00011364,2796,3382,3244,3172,3410,2916,3025,3106
WBGene00011367,4536,5875,4821,5381,3481,5024,5082,6113
WBGene00011366,322,477,354,316,434,425,407,411
WBGene00011361,5161,5620,4949,3435,4414,3973,3602,3842
WBGene00011360,29,43,16,34,38,17,22,20
WBGene00174732,0,0,0,0,0,0,0,0
WBGene00011362,1031,450,1083,1263,475,371,495,948
WBGene00011369,591,872,818,574,706,776,813,765
WBGene00174739,0,0,0,0,0,0,0,0
WBGene00201054,0,0,1,0,0,0,2,2
WBGene00201055,1,0,0,0,0,0,0,0
WBGene00201056,1,0,2,1,3,1,0,2
WBGene00201057,3,3,0,3,5,0,0,0
WBGene00201050,0,0,0,0,0,0,0,0
WBGene00201051,1,2,1,2,3,4,0,2
WBGene00201052,0,0,0,0,0,0,0,0
WBGene00201053,1,1,0,0,0,1,1,0
WBGene00201058,0,0,0,2,1,0,0,0
WBGene00201059,0,0,0,0,0,0,0,0
WBGene00014629,0,0,0,0,0,0,0,0
WBGene00014628,1,0,0,2,1,0,1,1
WBGene00014627,0,0,0,0,0,0,0,0
WBGene00014626,0,0,0,0,0,0,0,0
WBGene00014625,0,0,0,0,0,0,0,0
WBGene00014624,1,0,0,0,0,1,0,2
WBGene00020464,9861,10843,9673,9723,9119,9629,10106,10520
WBGene00014622,1,0,0,0,0,1,0,0
WBGene00014621,1,0,0,0,1,1,1,0
WBGene00014620,0,0,0,0,1,0,0,0
WBGene00018369,3143,4373,4486,3028,2951,3205,2864,2578
WBGene00018366,2501,3046,2578,2868,1960,2555,2799,3038
WBGene00018367,6079,7434,8559,5792,5852,5614,5674,4659
WBGene00018364,14382,17879,15496,15656,12463,16161,16370,19049
WBGene00018365,115,132,85,73,93,57,59,73
WBGene00018362,42716,47661,46094,46779,35455,40577,42681,46185
WBGene00018363,53,83,58,60,39,44,47,43
WBGene00018360,2043,2029,2075,1371,1469,1489,1435,1649
WBGene00018361,29936,37852,35203,30759,27804,29145,30514,30267
WBGene00020465,673,1017,1440,561,1294,1206,867,346
WBGene00008792,23,37,24,20,24,21,33,21
WBGene00008793,2441,2944,2662,2271,1420,1344,1449,1716
WBGene00008790,0,0,0,0,0,0,0,0
WBGene00008791,88,107,81,62,66,72,73,73
WBGene00172299,0,0,1,0,0,0,0,0
WBGene00008797,0,10,0,0,114,116,125,118
WBGene00008794,26,23,13,23,194,240,201,220
WBGene00008795,83,117,83,69,70,71,53,77
WBGene00172295,0,0,0,0,0,0,0,0
WBGene00172294,0,0,0,0,0,0,0,0
WBGene00172297,0,0,0,0,0,0,0,0
WBGene00172296,0,0,0,2,0,0,0,0
WBGene00172291,0,0,1,0,0,1,0,0
WBGene00004238,26789,34501,33555,25939,22600,23470,23193,21930
WBGene00172293,0,0,0,0,0,0,0,0
WBGene00172292,0,0,0,0,0,0,0,0
WBGene00015286,1663,2444,2226,1626,1329,1468,1409,1291
WBGene00015287,1200,1376,1513,1034,1031,912,1057,963
WBGene00015284,3228,3244,3404,2613,2449,2210,2274,2186
WBGene00015285,2185,4042,3285,2412,1853,2706,2334,2355
WBGene00015282,17841,19558,18678,19177,14852,17044,17798,20015
WBGene00015283,11186,13338,11054,11138,8788,10390,10801,12879
WBGene00015280,13301,19421,17376,14430,14205,16806,17555,19587
WBGene00015281,108,135,127,101,173,149,140,123
WBGene00174190,0,0,0,0,0,0,0,0
WBGene00174191,0,0,0,0,0,0,0,0
WBGene00174192,0,0,0,0,0,0,0,0
WBGene00198015,0,4,2,0,0,0,1,0
WBGene00174194,0,0,0,0,0,0,0,0
WBGene00174195,0,0,0,0,0,0,0,0
WBGene00174196,0,1,0,0,1,1,0,0
WBGene00174197,0,0,0,0,0,0,0,0
WBGene00006022,0,0,0,0,0,0,0,0
WBGene00008428,11901,13481,12798,12125,9391,11727,11227,12234
WBGene00008429,17971,21962,18521,17115,13889,17715,16802,18700
WBGene00006023,0,1,1,1,0,2,0,0
WBGene00008424,1880,2421,2401,1746,1727,1757,1718,1613
WBGene00008425,2057,2436,2906,1895,2355,2216,2088,1426
WBGene00008426,4436,5385,6000,4004,3983,3997,3552,2520
WBGene00008427,265,336,311,269,180,243,250,219
WBGene00008420,2174,2500,2305,2210,1818,2180,2222,2442
WBGene00006020,0,10,16,16,12,0,4,0
WBGene00008422,27719,36418,34232,33636,33613,42080,42162,43709
WBGene00008423,1202,1619,1387,1040,1315,1449,1564,1593
WBGene00219899,0,2,0,0,2,0,0,0
WBGene00219898,0,0,0,0,0,0,0,0
WBGene00006021,0,0,0,2,0,0,0,0
WBGene00011870,3293,3625,3364,2602,3126,2812,2833,2426
WBGene00219891,1,11,2,1,4,7,2,2
WBGene00219890,0,0,0,0,0,0,0,0
WBGene00219893,0,0,0,2,0,0,0,0
WBGene00219892,0,0,0,0,0,0,0,1
WBGene00219895,6,8,4,1,1,2,4,4
WBGene00219894,4,3,2,3,0,0,1,3
WBGene00219897,27,37,24,21,20,26,23,32
WBGene00006027,0,0,10,5,0,0,0,0
WBGene00198124,0,0,0,1,0,0,0,3
WBGene00006777,2935,4196,4102,2864,2770,2922,2785,2457
WBGene00006024,0,0,0,0,0,0,0,0
WBGene00198123,3,2,3,0,1,0,2,0
WBGene00171851,0,0,0,0,0,0,0,0
WBGene00198122,0,0,0,0,0,0,0,0
WBGene00201942,3,2,3,1,2,0,2,2
WBGene00201943,0,0,0,0,0,0,0,0
WBGene00201940,1,0,1,0,2,1,0,0
WBGene00201941,2,1,0,4,0,0,0,1
WBGene00201946,0,2,4,0,3,4,1,0
WBGene00012109,6889,8742,7177,7863,4856,6517,6879,8099
WBGene00201944,2,2,1,1,1,4,1,0
WBGene00201945,0,0,0,0,0,0,0,0
WBGene00012104,8524,13467,9470,10527,5839,9330,10225,12107
WBGene00012105,6135,8574,7579,6835,6073,7095,7268,7644
WBGene00201948,0,0,0,0,0,0,3,0
WBGene00012107,676,1832,1589,947,553,1291,1061,983
WBGene00012100,6494,9843,8147,7124,6045,6734,6501,6719
WBGene00012101,584,563,469,520,508,426,435,549
WBGene00012102,1237,1453,1542,1069,940,781,897,784
WBGene00012103,356,490,390,369,319,362,339,390
WBGene00045359,1,0,0,0,3,0,0,0
WBGene00045358,0,0,0,0,0,0,0,0
WBGene00200099,0,1,1,0,1,3,1,0
WBGene00200098,8,3,10,3,3,2,4,2
WBGene00045351,0,0,0,0,0,0,0,0
WBGene00045350,0,0,0,0,0,0,0,0
WBGene00200095,0,0,0,0,0,0,0,0
WBGene00200094,0,0,1,0,0,0,0,0
WBGene00045355,9303,10623,9690,7548,6783,6515,7343,8572
WBGene00200092,0,0,0,0,0,0,0,0
WBGene00045357,3926,5270,4349,4522,3633,4977,5133,6387
WBGene00200090,0,0,0,0,0,0,0,0
WBGene00013859,34786,54264,47095,24237,28625,27298,27315,25287
WBGene00013858,6807,7941,5759,5148,4699,5500,5627,7264
WBGene00013851,7310,10371,12964,7001,7460,8700,7116,3743
WBGene00013850,20,65,80,37,8,42,35,30
WBGene00013853,2061,3218,1964,2251,2693,2213,2876,1832
WBGene00013852,7366,8148,13483,6595,8025,7740,6591,3302
WBGene00013855,4939,6390,5837,4586,3935,4115,3622,3560
WBGene00013854,10371,12696,12332,9766,7843,7299,7946,8436
WBGene00013857,8711,10539,8142,8974,5868,8041,8496,10407
WBGene00013856,13,23,31,23,11,15,20,15
WBGene00166278,0,0,0,0,0,0,0,0
WBGene00195629,27,16,5,4,34,12,2,0
WBGene00195628,0,0,0,0,0,0,0,0
WBGene00195623,10,6,6,2,9,8,3,2
WBGene00195622,0,0,0,0,2,0,0,1
WBGene00195621,2,2,0,0,1,0,0,0
WBGene00195620,1,1,1,1,1,1,1,1
WBGene00195627,0,8,7,9,0,17,2,7
WBGene00195626,7,13,5,0,2,10,3,5
WBGene00195625,0,0,0,0,0,0,0,0
WBGene00195624,0,7,4,1,3,6,2,0
WBGene00219239,0,0,0,0,0,0,0,0
WBGene00219238,162,259,49,96,80,124,167,258
WBGene00019709,0,0,0,0,0,0,0,0
WBGene00219235,29,28,31,18,10,25,21,10
WBGene00219234,0,0,13,0,7,0,3,6
WBGene00019705,17,14,10,3,7,19,12,15
WBGene00219236,153,153,110,43,167,203,189,223
WBGene00219231,1,1,0,0,0,1,0,0
WBGene00019702,0,8,0,0,0,0,0,0
WBGene00219233,3,3,3,2,1,2,7,6
WBGene00219232,0,0,0,0,6,0,2,1
WBGene00007959,7010,9793,9367,7607,8532,8590,8558,7703
WBGene00003279,0,2,3,0,0,0,0,0
WBGene00048659,0,0,0,0,0,0,0,0
WBGene00048658,0,0,0,0,0,0,0,0
WBGene00003274,0,0,0,0,0,0,0,1
WBGene00003275,2,2,1,6,0,0,1,1
WBGene00007957,917,1208,1091,776,824,899,951,1036
WBGene00003277,0,0,0,0,0,0,0,0
WBGene00003270,0,0,0,0,0,0,0,0
WBGene00048652,0,0,0,0,0,0,0,0
WBGene00048651,0,0,0,0,0,0,0,0
WBGene00003273,0,3,5,0,1,1,1,4
WBGene00014317,0,0,0,0,4,6,5,0
WBGene00219848,3,0,2,1,0,2,2,0
WBGene00014316,0,0,0,0,5,5,8,2
WBGene00166276,0,0,0,0,0,0,0,0
WBGene00219849,247,343,313,511,216,278,421,457
WBGene00166277,0,0,0,0,0,0,0,0
WBGene00169259,0,0,0,0,0,0,0,0
WBGene00045979,0,0,0,0,0,0,0,0
WBGene00045978,0,0,0,0,0,0,0,0
WBGene00219847,8,1,0,0,1,0,0,0
WBGene00045975,0,0,0,0,0,0,0,0
WBGene00045974,0,0,0,0,0,0,0,0
WBGene00045977,0,0,0,0,0,0,0,0
WBGene00045976,0,0,0,0,0,0,0,0
WBGene00045971,0,0,0,0,0,0,0,0
WBGene00045970,0,0,0,0,0,0,0,0
WBGene00045973,0,0,0,0,0,0,0,0
WBGene00045972,0,0,1,0,0,0,0,0
WBGene00013279,1617,2017,1845,1592,1389,1410,1502,1475
WBGene00013278,310,463,199,321,23,126,94,122
WBGene00013275,255,312,309,242,3587,4125,4428,4350
WBGene00013274,0,0,0,0,0,0,0,0
WBGene00013277,5,18,38,0,0,0,12,7
WBGene00013276,0,9,6,19,0,4,14,0
WBGene00013270,27252,37850,30343,32821,19910,29617,30318,36101
WBGene00013273,1110,1894,1965,1431,1075,1351,1197,1043
WBGene00013272,18,6,0,25,6,0,28,25
WBGene00044006,212,244,261,234,195,164,214,205
WBGene00044007,1179,1741,1252,1384,1135,1248,1467,1698
WBGene00044004,80,109,95,85,1217,1019,971,976
WBGene00044005,2106,2553,2473,1815,1971,1790,2037,1992
WBGene00044002,0,0,0,4,0,0,0,0
WBGene00044003,903,1073,1017,795,772,793,745,891
WBGene00044000,3,4,4,0,4,3,4,2
WBGene00196670,1,1,2,0,0,2,1,1
WBGene00008600,88,116,121,106,103,94,112,102
WBGene00167866,0,1,0,0,0,0,0,0
WBGene00044008,11512,13987,12053,11945,9268,11268,11175,12636
WBGene00044009,155,201,201,131,132,193,170,168
WBGene00002029,1303,1554,1351,1188,1051,1198,1169,1406
WBGene00196672,0,0,1,1,2,0,0,0
WBGene00006546,1177,1853,1034,1494,592,1171,1181,1723
WBGene00196675,0,2,1,0,0,1,0,0
WBGene00196674,0,0,0,0,0,0,0,0
WBGene00167862,0,0,0,0,0,0,0,0
WBGene00014318,0,0,0,0,0,0,0,0
WBGene00020163,255,278,219,245,247,256,276,327
WBGene00020160,5898,8495,8257,6813,6482,7353,7247,6305
WBGene00020167,2725,3834,2406,3154,1377,2380,2441,3139
WBGene00020166,46968,54184,52207,50401,35551,35406,38597,43525
WBGene00016739,42657,52846,48625,44321,34605,40036,42461,45360
WBGene00020164,5218,6013,5310,4978,6189,5945,6238,6800
WBGene00016737,1422,2011,1763,1750,1297,1469,1587,1670
WBGene00016736,0,0,0,0,0,0,0,0
WBGene00016735,15792,21376,22251,15402,12522,13744,13295,11026
WBGene00016734,529,643,570,471,482,508,463,419
WBGene00016733,5376,6641,8044,5031,4376,3968,3890,2484
WBGene00016732,2052,2749,3543,2099,1809,1704,1635,867
WBGene00016731,2623,3435,4273,2663,1747,1725,1624,969
WBGene00016730,1264,1315,1294,1002,1007,966,980,1073
WBGene00001059,5846,6622,10391,4602,6356,5916,4794,2553
WBGene00010778,36274,44814,42937,36654,28443,32285,31204,32419
WBGene00199629,0,0,0,0,0,0,0,0
WBGene00199628,2,2,0,0,0,0,2,2
WBGene00010771,4422,5520,4932,4431,3617,4158,4317,4270
WBGene00010770,5666,9299,8126,7342,5107,6739,7014,7590
WBGene00199625,0,0,0,0,0,0,0,0
WBGene00167104,0,0,0,0,0,0,1,0
WBGene00199623,0,0,0,0,0,0,0,0
WBGene00199622,2,4,0,1,3,1,4,1
WBGene00199621,0,0,0,0,0,0,0,0
WBGene00010776,4206,5459,5145,4006,3950,4321,4125,3754
WBGene00174474,0,1,0,0,0,0,0,0
WBGene00197579,0,1,0,1,0,2,1,2
WBGene00197578,2,0,0,1,0,0,1,0
WBGene00197571,0,0,0,0,1,0,0,0
WBGene00197570,0,0,0,0,0,0,2,0
WBGene00197573,3,0,0,0,0,0,0,0
WBGene00197572,0,0,0,0,0,0,1,2
WBGene00197575,0,0,0,0,0,0,0,0
WBGene00197574,0,0,0,0,0,0,0,0
WBGene00197577,3,4,1,0,5,1,1,3
WBGene00197576,0,0,0,0,0,0,0,0
WBGene00202464,0,0,0,0,0,0,0,0
WBGene00206392,0,9,0,4,5,2,0,0
WBGene00206393,0,0,0,0,0,0,0,0
WBGene00206390,52,52,46,36,48,59,52,37
WBGene00206391,0,7,0,0,0,0,1,0
WBGene00206394,0,0,0,0,0,0,0,0
WBGene00206395,0,10,5,0,0,2,0,3
WBGene00170571,0,0,0,0,0,0,0,0
WBGene00010199,8381,13251,10265,9040,7002,9147,8517,8777
WBGene00010198,8344,10555,8477,9723,6697,9543,9778,12320
WBGene00010195,1780,2454,1966,2218,1571,2220,2351,2810
WBGene00010194,3203,4123,3203,3620,2197,3080,3379,3990
WBGene00010197,15364,18492,17851,16572,15916,17145,17503,19608
WBGene00010196,2930,4317,2051,3154,1879,2707,3007,4448
WBGene00010191,1879,2504,2403,1909,1665,1812,1703,1722
WBGene00010193,4034,4205,4359,4005,2469,2670,2874,3155
WBGene00010192,1552,2024,2263,1737,1193,1335,1308,1223
WBGene00018829,214,332,509,262,314,353,321,159
WBGene00011826,361,401,439,328,340,319,321,332
WBGene00011827,13707,15967,15025,11988,10234,11618,11769,11926
WBGene00011824,2656,3277,3366,2537,2161,1992,1976,1763
WBGene00011822,74,98,45,86,77,87,86,98
WBGene00011823,2172,2128,1848,1585,1981,1873,1613,1838
WBGene00195368,3,0,0,0,0,0,0,0
WBGene00011821,3179,3432,3800,2658,2344,2176,2111,1763
WBGene00195366,1,0,5,6,4,2,2,3
WBGene00195367,1,0,1,0,1,2,1,2
WBGene00195364,0,0,0,0,0,0,0,0
WBGene00195365,6,0,2,0,4,2,1,0
WBGene00195362,0,0,0,0,0,0,0,0
WBGene00195363,3,18,3,2,4,11,4,2
WBGene00195360,1,0,0,0,0,0,0,0
WBGene00195361,0,0,0,0,0,0,0,0
WBGene00196626,0,0,0,0,0,0,0,0
WBGene00196627,0,0,0,0,0,0,0,0
WBGene00196624,0,0,0,0,0,0,0,0
WBGene00196625,0,0,0,0,0,0,0,0
WBGene00196622,0,0,1,0,1,0,1,0
WBGene00167818,0,0,0,0,0,0,0,0
WBGene00196620,0,1,0,0,5,1,1,3
WBGene00196621,0,0,0,0,0,0,0,0
WBGene00167815,1,1,1,1,1,1,1,1
WBGene00167814,0,0,0,0,0,0,0,0
WBGene00167817,0,0,0,0,0,0,0,0
WBGene00167816,0,0,0,0,0,0,0,0
WBGene00167811,0,0,0,0,0,0,0,0
WBGene00167810,0,0,0,0,0,0,0,0
WBGene00196628,0,0,0,0,0,0,0,0
WBGene00196629,23,18,30,19,17,11,18,26
WBGene00196143,5,5,3,0,0,0,0,4
WBGene00166422,0,0,0,0,0,0,0,0
WBGene00014241,1255,1365,1620,1226,1316,1178,1214,951
WBGene00196141,0,0,0,0,0,0,0,0
WBGene00198286,0,6,3,3,0,1,0,2
WBGene00198287,1,1,0,0,0,0,0,0
WBGene00198284,0,0,0,0,0,0,0,0
WBGene00019289,1614,2009,1932,1438,1306,1509,1354,1193
WBGene00198282,0,2,0,0,0,0,0,0
WBGene00198283,0,3,2,1,0,0,0,1
WBGene00198280,0,0,1,0,1,0,0,0
WBGene00198281,0,0,0,0,0,0,0,0
WBGene00049805,0,0,0,0,0,0,0,0
WBGene00198288,0,0,0,0,0,0,0,0
WBGene00196146,8,8,11,5,15,7,8,2
WBGene00169417,0,1,0,0,0,0,0,0
WBGene00012840,1400,1842,1700,1539,1743,1943,1855,1788
WBGene00169415,0,0,0,0,0,0,0,0
WBGene00169414,0,0,0,0,0,1,0,0
WBGene00012845,7305,9262,8141,8872,6702,8829,9448,10435
WBGene00013888,13846,17461,13410,11047,1999,2527,3047,4215
WBGene00169411,0,0,0,0,0,0,0,0
WBGene00169410,1,0,0,0,0,0,0,0
WBGene00012849,163,201,194,158,115,115,127,144
WBGene00012848,111,128,120,80,49,92,100,84
WBGene00049806,0,0,0,0,0,0,0,0
WBGene00169419,0,1,0,0,1,0,0,0
WBGene00169418,0,0,0,0,0,0,0,0
WBGene00013886,1573,1817,1783,1324,1189,1117,1193,1141
WBGene00194708,150,152,168,115,214,204,161,126
WBGene00194707,6698,7609,6601,6105,4465,5336,5237,5783
WBGene00194706,4008,4598,3694,3830,2755,3110,3205,3782
WBGene00194704,13,15,16,0,13,13,11,11
WBGene00194703,15384,19162,14925,12031,11073,11274,13452,16519
WBGene00166429,0,0,0,0,0,0,0,0
WBGene00194701,245,282,287,205,241,229,221,193
WBGene00194700,4158,4982,4617,3348,3168,3091,3785,4260
WBGene00019281,13,0,9,11,0,0,0,0
WBGene00014243,26530,37155,33147,32422,21562,31161,32254,34434
WBGene00019286,0,50,20,26,14,20,25,18
WBGene00019287,107,134,140,114,102,112,103,91
WBGene00046097,1,0,0,0,0,0,0,0
WBGene00046096,0,0,0,0,0,0,0,0
WBGene00046095,0,0,0,0,0,0,0,0
WBGene00046094,0,0,0,0,0,0,0,0
WBGene00046093,0,0,0,0,0,0,0,0
WBGene00046092,0,0,0,0,0,0,0,0
WBGene00046091,0,0,0,0,0,0,0,0
WBGene00046090,0,0,0,0,0,0,0,0
WBGene00201555,0,0,0,0,1,0,0,0
WBGene00201554,0,0,0,0,0,0,0,0
WBGene00011217,957,1236,1122,779,837,863,956,925
WBGene00201556,0,0,2,4,0,4,2,0
WBGene00201551,0,0,0,0,0,0,0,0
WBGene00201550,0,1,0,2,1,0,0,2
WBGene00201553,0,0,0,0,0,0,0,0
WBGene00046098,0,0,0,0,0,0,0,0
WBGene00049247,0,0,0,0,0,0,0,0
WBGene00049246,0,0,0,0,0,0,0,0
WBGene00049245,0,0,0,0,0,0,0,0
WBGene00049244,1,1,1,1,1,1,0,0
WBGene00049243,0,0,1,0,0,0,0,0
WBGene00049242,0,0,0,0,0,0,0,0
WBGene00049241,0,0,0,0,0,0,0,0
WBGene00049240,0,0,0,0,0,0,0,0
WBGene00049249,0,0,0,0,0,0,0,0
WBGene00049248,0,0,0,0,0,0,0,0
WBGene00006386,12016,15742,13481,13001,9204,12392,12444,13786
WBGene00045149,0,0,1,0,0,0,0,0
WBGene00235358,1,2,0,2,0,0,0,0
WBGene00046540,0,0,0,0,0,0,0,0
WBGene00022471,7967,12465,10258,7114,7553,9399,8180,8171
WBGene00022470,9620,11311,10860,9820,8174,9178,9013,9298
WBGene00046545,0,1,0,0,0,0,0,0
WBGene00046544,0,0,0,0,0,0,0,0
WBGene00022475,499,697,450,521,1245,1289,1365,1370
WBGene00022474,6656,7909,8829,6033,5393,5299,5366,4786
WBGene00235350,0,0,0,0,0,0,3,0
WBGene00046548,0,0,0,0,0,0,0,0
WBGene00022479,107,126,93,75,18,32,17,42
WBGene00235353,456,632,591,509,275,307,238,277
WBGene00235354,336,406,351,231,262,239,294,252
WBGene00235355,0,9,6,3,18,18,21,16
WBGene00235356,1214,1330,1011,1010,822,864,1108,1415
WBGene00235357,0,0,0,1,0,1,0,0
WBGene00050159,0,0,0,0,0,0,0,0
WBGene00050158,0,0,0,0,0,0,0,0
WBGene00050155,1,1,1,2,1,1,1,0
WBGene00050154,0,0,0,0,0,0,0,0
WBGene00050157,0,0,0,0,0,0,0,0
WBGene00050156,0,0,0,0,0,0,0,0
WBGene00050151,0,0,1,0,0,0,0,1
WBGene00050150,0,0,0,0,0,0,0,0
WBGene00050153,0,0,0,0,0,0,0,0
WBGene00050152,0,0,0,0,0,0,0,0
WBGene00011552,0,0,0,0,0,0,0,0
WBGene00172487,0,0,0,0,0,0,0,0
WBGene00201528,1,0,0,1,0,1,0,0
WBGene00201529,0,1,0,0,0,0,1,0
WBGene00174591,0,0,0,0,1,0,0,0
WBGene00200789,4,2,1,2,5,4,2,0
WBGene00045018,0,0,0,0,0,0,0,0
WBGene00045019,79,144,89,84,100,125,152,162
WBGene00045016,0,0,0,0,0,0,0,0
WBGene00045017,6,11,4,1,10,2,17,5
WBGene00045012,66,86,69,74,80,69,88,114
WBGene00045013,753,815,679,557,626,686,651,646
WBGene00045011,0,0,0,0,0,0,0,0
WBGene00268198,0,0,0,0,0,0,0,0
WBGene00268199,0,0,0,0,0,0,0,1
WBGene00268190,52,90,83,49,52,52,37,34
WBGene00268191,141,192,177,177,116,183,153,176
WBGene00268192,0,6,15,0,0,0,7,0
WBGene00268193,16,12,9,7,0,0,0,0
WBGene00268194,0,0,0,0,0,0,0,0
WBGene00268196,40,42,58,45,36,28,32,30
WBGene00268197,0,0,0,0,0,0,6,0
WBGene00200788,0,0,0,0,0,0,0,0
WBGene00201522,2,0,0,0,2,0,0,0
WBGene00046029,0,0,0,0,0,0,0,0
WBGene00198918,0,0,0,0,0,0,0,0
WBGene00198919,0,0,0,0,0,0,0,0
WBGene00198916,0,0,0,1,2,0,2,0
WBGene00198917,0,0,0,0,0,0,0,0
WBGene00198914,2,0,0,0,2,0,0,0
WBGene00198915,0,0,0,0,0,0,0,0
WBGene00198912,0,0,0,0,1,0,0,0
WBGene00198913,0,0,0,0,0,0,0,0
WBGene00198910,0,0,0,0,0,0,0,0
WBGene00198911,0,0,0,0,10,1,2,2
WBGene00021359,9506,12636,11133,11534,7921,10748,11417,12175
WBGene00021358,3183,3999,3875,3058,2768,2843,3100,3079
WBGene00021353,405,599,481,446,372,438,409,435
WBGene00021352,9353,12880,11150,10503,9280,11763,10745,10961
WBGene00021351,53161,60326,57856,54044,46029,50243,52839,54361
WBGene00220148,0,0,2,0,0,0,0,0
WBGene00021357,245,273,303,222,177,213,207,199
WBGene00021355,58921,74272,70251,63410,55428,61080,62463,64600
WBGene00021354,6441,9114,8913,6919,6681,6897,6593,5655
WBGene00020408,3086,3854,3404,2831,2953,2968,3311,3391
WBGene00020409,5,8,0,0,6,4,0,10
WBGene00020400,286,330,297,232,112,134,182,212
WBGene00020401,1352,1541,1577,1173,1424,1184,1271,1187
WBGene00020402,6392,7906,6673,6419,4683,5563,5633,6435
WBGene00020403,10834,11225,9163,10028,8562,9211,9467,11522
WBGene00020404,4480,5215,4660,4844,3406,4460,4930,5893
WBGene00020406,66,140,73,99,2,3,11,9
WBGene00020407,509,792,667,460,624,676,620,655
WBGene00046534,0,0,0,0,0,0,0,0
WBGene00200852,0,3,0,0,0,0,0,0
WBGene00166777,0,0,0,0,0,0,0,0
WBGene00166776,0,0,0,0,0,0,0,0
WBGene00166775,0,0,0,0,0,0,0,0
WBGene00166774,0,0,0,0,0,0,0,0
WBGene00166773,0,0,0,0,0,0,0,0
WBGene00166772,0,0,1,0,1,0,1,0
WBGene00166771,0,0,0,0,0,0,1,0
WBGene00166770,0,0,0,0,0,0,0,0
WBGene00007799,2566,3511,3664,2694,2264,2554,2577,2378
WBGene00166779,0,0,0,0,0,0,0,0
WBGene00166778,0,0,0,0,0,0,0,0
